link,title,location,description,company_name
https://wuzzuf.net/jobs/p/AQMAmgT0IYOP-Cyber-Security-Engineer-ARPUPLUS-Giza-Egypt?o=66&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Cyber Security Engineer,"Giza, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Cyber Security · Engineering · firewalls · Information Technology (IT) · IT · Maintenance · Security,ARPUPLUS -
https://wuzzuf.net/jobs/p/VCRmtKlV0M2F-DevOps-Team-Lead-Trufla-Cairo-Egypt?o=67&l=sp&t=sj&a=data science|search-v3|hpb|spbg,DevOps Team Lead,"Heliopolis, Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Science · Docker · Leadership · Linux · MySQL · Python · Software Development,Trufla -
https://wuzzuf.net/jobs/p/TDvGLGflJdwP-Data-Scientist-Manager-Tamweely-Cairo-Egypt?o=68&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Data Scientist Manager,"Shubra, Cairo, Egypt ",Full TimeManager · 7 - 10 Yrs of Exp · Analyst/Research · Data · Data Analysis · Economics · Mathematics · Statistics · Reporting,Tamweely -
https://wuzzuf.net/jobs/p/Iet87muMgZQq-IT-Technical-Specialist-Medicare-Cairo-Egypt?o=69&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Technical Specialist,"Garden City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · males_only · IT/Software Development · Computer Science · computer · Engineering · Information Systems · Science · Technical Support · Systems · Information Technology (IT),Medicare -
https://wuzzuf.net/jobs/p/guiM2xVJkNrt-Senior-Frontend-Engineer---ReactTypescript-Kemet-Trading-Cairo-Egypt?o=70&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Frontend Engineer - React/Typescript,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5 - 15 Yrs of Exp · IT/Software Development · Computer Science · React.js · React · Typescript · Software Development · JavaScript,Kemet Trading -
https://wuzzuf.net/jobs/p/BvwEG4ZZFMDI-Network-Administrator-Heliopolis-University-Cairo-Egypt?o=71&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Network Administrator,"Obour City, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cisco · CCNA · MCSE · English · Information Technology (IT) · Network Administration · Firewall · Computer Science,Heliopolis University -
https://wuzzuf.net/jobs/p/iYfzzBERJnWu-Full-Stack-Developer-NET-core-Angular-8-Cairo-Egypt?o=72&l=sp&t=sj&a=data science|search-v3|hpb|spbg,"Full Stack Developer (.NET core , Angular 8+)","Nasr City, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Software Engineering · OOP · ASP.NET · C#.Net · ADO.NET · SQL,Confidential -
https://wuzzuf.net/jobs/p/6paKS9lohRL5-Mobile-Application-Developer-Cairo-Egypt?o=73&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Mobile Application Developer,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 12 Yrs of Exp · IT/Software Development · mobile developer · Computer Science · iOS Development · Android Development · Swift · Kotlin · Mobile Development · iOS · REST,Confidential -
https://wuzzuf.net/jobs/p/0Arexqo01G2s-Site-System-Engineer-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=74&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Site System Engineer,"Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Engineering - Other · Computer Engineering · Computer Science · Electrical Engineering · Electrical · Engineering · English · Information Technology (IT) · Infrastructure · Linux,Target Recruitment  & HR Solutions  -
https://wuzzuf.net/jobs/p/GCH6kryExUP7-Golang-developer-Wapel-Software-Cairo-Egypt?o=75&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Golang developer,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 12 Yrs of Exp · IT/Software Development · Computer Science · Golang · Go · Software Development · Software Engineering · Design Patterns · SQL · MySQL · Mysql Database,Wapel Software -
https://wuzzuf.net/jobs/p/GQgKuSMfmBgE-Junior-NET-Developer-Ejada-Cairo-Egypt?o=76&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Junior .NET Developer,"Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · .Net · Computer Science,Ejada  -
https://wuzzuf.net/jobs/p/1tSZDz2piwv3-Senior-Business-Analyst-Excellent-English-ERP-and-Financial-planning-Experience-FlairsTech-Cairo-Egypt?o=77&l=sp&t=sj&a=data science|search-v3|hpb|spbg,"Senior Business Analyst (Excellent English , ERP and Financial planning Experience)","Maadi, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Agile · Analysis · business · Business Analysis · Business Development · Communication · Communication skills,FlairsTech -
https://wuzzuf.net/jobs/p/rrhOILSt26uj-Senior-Environmental-Engineer-Elmarakby-Steel-Giza-Egypt?o=78&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Environmental Engineer,"6th of October, Giza, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · Engineering - Oil & Gas/Energy · Engineering - Other · Environment · Environmental Engineering · Environmental Science · Environmental · Environmental Services · Energy · Manufacturing Industry · ISO,Elmarakby Steel -
https://wuzzuf.net/jobs/p/Z0FHOCLESP5U-Senior-Linux-Nginx-Admin-Universal-Payment-Services-Cairo-Egypt?o=79&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Linux / Nginx Admin,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · MySQL · Nginx · Database · Information Technology (IT) · Configuration · Troubleshooting · Computer Science,Universal Payment Services -
https://wuzzuf.net/jobs/p/Fxsi4f3GppyU-Senior-Full-Stack-Web-Developer-23004-Ditech-Egypt-Cairo-Egypt?o=80&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Full Stack Web Developer 23004,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · ASP.NET · SQL · .NET · MVC · Angular · Computer Science · Information Technology (IT),Ditech Egypt -
https://wuzzuf.net/jobs/p/lXp66GraUBCK-Senior-Sales-Analyst-Power-BI-Alarabia-Group-Cairo-Egypt?o=81&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Sales Analyst (Power BI),"10th of Ramadan City, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · males_only · IT/Software Development · Analyst/Research · Sales/Retail · Computer Science · Customer Service · Design · Development · Experience · Management · Sales,Alarabia Group -
https://wuzzuf.net/jobs/p/xrXHGf4rrlNl-ERP-Retail-Functional-Consultant-Seoudi-Supermarket-Giza-Egypt?o=82&l=sp&t=sj&a=data science|search-v3|hpb|spbg,ERP Retail Functional Consultant,"Sheikh Zayed, Giza, Egypt ",Full TimeManager · 5 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · business · Analysis · Business Analysis · Communication skills · Documentation · ERP · Information Technology (IT),Seoudi Supermarket -
https://wuzzuf.net/jobs/p/EeYQGkOFDhQk-Quality-Control-Engineer-Multinational-company-Pillars-Cairo-Egypt?o=83&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Quality Control Engineer ( Multinational company ),"Cairo, Egypt ",Full TimeExperienced · 6+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Engineering · Java · ISTQB · Quality Control · Software · Telecommunication · Testing,Pillars -
https://wuzzuf.net/jobs/p/bHClP4rTBbxg-Business-Analyst-Smartverse-Cairo-Egypt?o=84&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Business Analyst,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · females_only · Analyst/Research · Analysis · Business Analysis · powerpoint · Microsoft Office · Computer Science · Communication · excel · English · Information Technology (IT),Smartverse -
https://wuzzuf.net/jobs/p/mT5CZzfhjiNF-Quality-Control-Chemist-Giza-Egypt?o=85&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Quality Control Chemist,"Giza, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · males_only · R&D/Science · Quality · Engineering - Other · Chemist · quality · Quality Control · Engineering · Science · Laboratory,Confidential -
https://wuzzuf.net/jobs/p/qixOXRV0DDaM-SAP-Successfactors-Consultant-Arma-Non-Food-Cairo-Egypt?o=86&l=sp&t=sj&a=data science|search-v3|hpb|spbg,SAP Successfactors Consultant,"Heliopolis, Cairo, Egypt ",Full TimeManager · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SAP · Consultation · IT · Information Technology · Engineering · Computer Science · SAP Success Factors · Information Technology (IT),Arma Non Food -
https://wuzzuf.net/jobs/p/IEqOUHx0J8Qd-SAP-SuccessFactors-Consultant-Elhazek-Construction-Cairo-Egypt?o=87&l=sp&t=sj&a=data science|search-v3|hpb|spbg,SAP SuccessFactors Consultant,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 1 - 2 Yrs of Exp · Engineering - Construction/Civil/Architecture · Human Resources · IT/Software Development · Computer Science · Information Technology (IT) · Communication skills · SAP · Software · Implementation · Project Management,Elhazek Construction -
https://wuzzuf.net/jobs/p/O0ncLaNfAJcT-Application-Support-Engineer-e-finance-Giza-Egypt?o=88&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Application Support Engineer,"Abu Rawash, Giza, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Computer Science · Programming · SQL · .Net,e-finance -
https://wuzzuf.net/jobs/p/dkmOap7b5qiF-Ruby-ON-Rails-Developer--Cairo-International-Advanced-Cairo-Egypt?o=89&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Ruby ON Rails Developer -Cairo,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · Computer Science · Information Technology (IT) · Ruby on Rails · Ruby · Software Engineering · Software Development · Software,International Advanced  -
https://wuzzuf.net/jobs/p/hVBzyYXWCFNx-Software-Development-Team-Leader-International-Advanced-Cairo-Egypt?o=90&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Software Development Team Leader,"Nasr City, Cairo, Egypt ",Full TimeManager · 8 - 12 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · HTML · Information Technology (IT) · PHP · Software Development · Software Engineering · SQL · Agile,International Advanced  -
https://wuzzuf.net/jobs/p/exCUFJtbFjbm-Oracle-Fusion-Technical-Consultant-Cairo-Alex-Ejada-Cairo-Egypt?o=91&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Oracle Fusion Technical Consultant (Cairo & Alex),"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Oracle · Technical Consultant · Computer Science · Oracle Fusion,Ejada  -
https://wuzzuf.net/jobs/p/Mpmj8dIwxVrC-Network-Instructor-MICA-Giza-Egypt?o=92&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Network Instructor,"Haram, Giza, Egypt ",Full TimeEntry Level · IT/Software Development · Education/Teaching · Training/Instructor · CCNA · Cisco · Cisco CCNA · Computer Science · Electronics · Engineering · firewalls,MICA -
https://wuzzuf.net/internship/BVmvftoFNMmi-Full-Stack-Developer-appcorp-Cairo-Egypt?o=93&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Full Stack Developer,"Heliopolis, Cairo, Egypt ",InternshipEntry Level · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · Full Stack · Information Technology (IT) · Java · React · Software Development · JavaScript,appcorp -
https://wuzzuf.net/jobs/p/WWHZAXPr1lQO-Microsoft-Product-Manager-Cairo-Egypt?o=94&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Microsoft Product Manager,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Oracle · SQL · Information Technology (IT) · Computer Science · Database Administration (DBA) · Database · MS SQL Server,Confidential -
https://wuzzuf.net/jobs/p/J7zrWL0zuSaP-IS-DATABASE-LEAD-ADMINISTRATOR-INDEVCO-Giza-Egypt?o=95&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IS DATABASE LEAD ADMINISTRATOR,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · SQL · Database · database administration · Information Technology (IT) · Computer Science,INDEVCO -
https://wuzzuf.net/jobs/p/BQdKkNyPGpTX-IT-System-Engineer-Dell-servers---VMware-Efada-Technology-Cairo-Egypt?o=96&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT System Engineer / Dell servers - VMware,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information technology · Engineering · Technology · Servers · Telecom · Telecommunication · Vmware,Efada Technology -
https://wuzzuf.net/jobs/p/NKxVfIRlvZ2A-Senior-Back-end-Developer-Dot-Net-Giza-Egypt?o=97&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Back-end Developer (Dot Net),"Giza, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Azure · Microsoft SQL Server · Git · SQL · Software Development · Computer Science,Confidential -
https://wuzzuf.net/jobs/p/9q7UYxTgtsEy-Software-Tester-INTERNET-SOLUTIONS-Giza-Egypt?o=98&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Software Tester,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Software Development · Software Engineering · Software Testing · Software · Testing · Engineering,INTERNET SOLUTIONS -
https://wuzzuf.net/jobs/p/j51mB3sNpJEm-Solution-Architect-Lumin-Giza-Egypt?o=99&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Solution Architect,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cloud · Computer Engineering · Computer Science · Docker · Design · Engineering · Information Technology (IT) · Sharepoint,Lumin -
https://wuzzuf.net/jobs/p/oImQeaylCTo2-Appdynamics-Technical-Engineer-Bmb-Cairo-Egypt?o=100&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Appdynamics Technical Engineer,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering - Other · Computer Science · Engineering · CSS · Information Technology (IT) · Networking · Troubleshooting · Technical Support,Bmb -
https://wuzzuf.net/jobs/p/BLuBhHLGOsyD-AI-Technical-Lead-Computer-Vision-TensorGraph-Cairo-Egypt?o=101&l=sp&t=sj&a=data science|search-v3|hpb|spbg,AI Technical Lead (Computer Vision),"Maadi, Cairo, Egypt ",Full TimeManager · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PyTorch · AI · Troubleshooting · Leadership · R · Python · Computer Science · Engineering,TensorGraph -
https://wuzzuf.net/jobs/p/fmvuSJjYR2nh-Autonomous-Systems-team-lead-Giza-Egypt?o=102&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Autonomous Systems team lead,"Giza, Egypt ",Full TimeManager · 4 - 7 Yrs of Exp · IT/Software Development · Computer Engineering · Computer Science · Software Development · Information Technology (IT) · Science · Software · HTML · Git,Confidential -
https://wuzzuf.net/jobs/p/dPTEZq3dS6tn-Frontend-Reactjs-Developer-DIGITINARY-Amman-Jordan?o=103&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Frontend Reactjs Developer,"Amman, Jordan ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · CSS · CSS3 · front-end · Git · HTML5 · Information Technology (IT),DIGITINARY -
https://wuzzuf.net/jobs/p/G4jycjuJojvU-Quality-Control-Sr-Engineer-Cairo-Egypt?o=104&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Quality Control Sr. Engineer,"Helwan, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · males_only · Manufacturing/Production · Quality · Chemical Engineering · Chemical · Manufacturing · Engineering · Six Sigma · Science · Quality Control · quality,Confidential -
https://wuzzuf.net/jobs/p/wDI9Riblxi7H-IT-Specialist-Ibn-Sina-Pharma-Qalubia-Egypt?o=105&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Specialist,"Qalyub, Qalubia, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CCNA · computer · Computer Science · Engineering · English · Information Technology (IT) · Maintenance · MCSA,Ibn Sina Pharma -
https://wuzzuf.net/jobs/p/pLV37x7g63QZ-Sr-Microsoft-Dynamics-CRM-Developer-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=106&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Sr. Microsoft Dynamics CRM Developer,"Smart Village, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · CRM · Engineering · Computer Science · Computer Engineering · Information Technology (IT) · Software Development · .Net,Fawry for Banking Technology and Electronic Payments S.A.E -
https://wuzzuf.net/jobs/p/demVdxTbTZL4-Senior-Java-Developer-Media-Sci-Cairo-Egypt?o=107&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Java Developer,"New Cairo, Cairo, Egypt ",Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Python · MySQL · Software Development · Software Engineering · SOAP · Git,Media Sci -
https://wuzzuf.net/jobs/p/I3ZBATX8SuQP-Network-Administrator-TEPCO-S-A-E-Giza-Egypt?o=108&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Network Administrator,"6th of October, Giza, Egypt ",Full TimeExperienced · 7 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT) · network · Network Administration · network administrator · Troubleshooting,TEPCO S.A.E. -
